pwsid,supply_name,lead_lines,gpcl_lines,non_lead_lines,unknown_lines,total_lines,calc_total,inventory_status,total_mismatch
MI0003751   ,LAKESHORE CONDOMINIUMS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003752   ,LAKESIDE DEVELOPMENT,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0003753   ,LAKESHORE HILLTOP APARTMENTS,0.0,0.0,11.0,0.0,11.0,11.0,complete,False
MI0003755   ,LAKEVIEW APARTMENTS,0.0,0.0,8.0,0.0,8.0,8.0,complete,False
MI0003757   ,LAKEWOOD BEACH COMMUNITY SERVICES CO.,0.0,0.0,31.0,0.0,31.0,31.0,complete,False
MI0003760   ,LANSING BOARD OF WATER & LIGHT,0.0,0.0,57339.0,0.0,57339.0,57339.0,complete,False
MI0003770   ,LANSING TOWNSHIP,0.0,0.0,2244.0,0.0,2244.0,2244.0,complete,False
MI0003780   ,"LAPEER, CITY OF",1.0,0.0,3558.0,0.0,3559.0,3559.0,complete,False
MI0003794   ,LARKIN TOWNSHIP,0.0,0.0,1310.0,0.0,1310.0,1310.0,complete,False
MI0003800   ,LATHRUP VILLAGE,1.0,0.0,1765.0,25.0,1791.0,1791.0,complete,False
MI0003810   ,LAURIUM,0.0,0.0,614.0,474.0,1088.0,1088.0,complete,False
MI0003820   ,LAWRENCE,,,391.0,,391.0,391.0,incomplete,False
MI0003829   ,LEELANAU CO LAW ENFORCEMENT CENTER,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0003830   ,LAWTON,201.0,81.0,51.0,192.0,525.0,525.0,complete,False
MI0003831   ,THE LEELANAU SCHOOL,0.0,0.0,15.0,0.0,15.0,15.0,complete,False
MI0003836   ,LENOX TOWNSHIP,0.0,0.0,184.0,0.0,184.0,184.0,complete,False
MI0003837   ,LEONI TOWNSHIP,0.0,0.0,757.0,0.0,757.0,757.0,complete,False
MI0003840   ,"LESLIE, CITY OF",81.0,1.0,693.0,,775.0,775.0,incomplete,False
MI0003850   ,"LEXINGTON, VILLAGE OF",,,823.0,,823.0,823.0,incomplete,False
MI0003856   ,WORTH TOWNSHIP,0.0,0.0,1937.0,0.0,1937.0,1937.0,complete,False
MI0003857   ,SERENE GARDENS OF DEWITT,,,,,,0.0,incomplete,False
MI0003868   ,LINCOLN MANOR,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0003870   ,LINCOLN PARK,2647.0,0.0,12684.0,0.0,15331.0,15331.0,complete,False
MI0003880   ,CRYSTAL FALLS TOWNSHIP - LIND,21.0,0.0,440.0,217.0,678.0,678.0,complete,False
MI0003890   ,"LINDEN, CITY OF",0.0,0.0,1310.0,0.0,1310.0,1310.0,complete,False
MI0003910   ,LINWOOD METROPOLITAN DISTRICT,0.0,0.0,383.0,0.0,383.0,383.0,complete,False
MI0003920   ,LITCHFIELD,0.0,0.0,574.0,0.0,574.0,574.0,complete,False
MI0003925   ,BLUE LAKE RESIDENCES,0.0,0.0,70.0,0.0,70.0,70.0,complete,False
MI0003927   ,LITTLE TRAVERSE TOWNSHIP,0.0,0.0,421.0,0.0,421.0,421.0,complete,False
MI0003929   ,LIVINGSTON COMMUNITY WATER AUTHORITY,0.0,0.0,1047.0,0.0,1047.0,1047.0,complete,False
MI0003930   ,LIVONIA,134.0,31.0,8069.0,29973.0,38207.0,38207.0,complete,False
MI0003940   ,LOCH ALPINE SANITARY AUTHORITY,0.0,0.0,437.0,98.0,535.0,535.0,complete,False
MI0003942   ,ISLAND LAKE APARTMENTS,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0003943   ,LOCKPORT TOWNSHIP,0.0,0.0,277.0,0.0,277.0,277.0,complete,False
MI0003946   ,LOOKING GLASS TERRACES APTS.,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0003947   ,LONG LAKE VILLAGE SUBDIVISION,0.0,0.0,95.0,0.0,95.0,95.0,complete,False
MI0003950   ,LOWELL,11.0,69.0,805.0,509.0,1394.0,1394.0,complete,False
MI0003955   ,LOWELL TOWNSHIP,0.0,0.0,928.0,0.0,928.0,928.0,complete,False
MI0003960   ,LUDINGTON,1.0,1301.0,1095.0,1556.0,3953.0,3953.0,complete,False
MI0003966   ,LYNX GOLF VIEW,0.0,0.0,6.0,0.0,6.0,6.0,complete,False
MI0003967   ,LYONS,0.0,0.0,318.0,0.0,318.0,318.0,complete,False
MI0003968   ,LYON TOWNSHIP,3.0,0.0,4598.0,67.0,4668.0,4668.0,complete,False
MI0003970   ,MACKINAC ISLAND,,,106.0,8.0,114.0,114.0,incomplete,False
MI0003980   ,"MACKINAW CITY, VILLAGE OF",31.0,46.0,487.0,0.0,564.0,564.0,complete,False
MI0003990   ,MACOMB TOWNSHIP,0.0,0.0,31034.0,0.0,31034.0,31034.0,complete,False
MI0004000   ,MADISON HEIGHTS,232.0,0.0,11202.0,15.0,11449.0,11449.0,complete,False
MI0004006   ,MADISON TOWNSHIP,0.0,0.0,1258.0,0.0,1258.0,1258.0,complete,False
MI0004010   ,MANCELONA AREA WATER AND SEWER AUTHORITY,0.0,334.0,1155.0,0.0,1489.0,1489.0,complete,False
MI0004020   ,MANCHESTER,38.0,19.0,759.0,1.0,817.0,817.0,complete,False
MI0004025   ,MARQUETTE COUNTY CORRECTIONS CENTER,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0004030   ,"MANISTEE, CITY OF",257.0,541.0,2412.0,0.0,3210.0,3210.0,complete,False
MI0004040   ,MANISTIQUE,0.0,81.0,696.0,685.0,1462.0,1462.0,complete,False
MI0004042   ,MANITOU LAKE APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0004045   ,COUNTRY EDEN  L.L.C.,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0004050   ,"MANTON, CITY OF",0.0,102.0,189.0,247.0,538.0,538.0,complete,False
MI0004053   ,MAPLE GROVE APARTMENTS,0.0,0.0,24.0,0.0,24.0,24.0,complete,False
MI0004060   ,"MAPLE RAPIDS, VILLAGE OF",0.0,247.0,66.0,0.0,313.0,313.0,complete,False
MI0004063   ,MAPLE RIDGE TOWNSHIP,0.0,0.0,110.0,0.0,110.0,110.0,complete,False
MI0004069   ,MAPLEWOOD RIDGE CONDOMINIUMS,0.0,0.0,8.0,0.0,8.0,8.0,complete,False
MI0004070   ,MARCELLUS,0.0,0.0,479.0,0.0,479.0,479.0,complete,False
MI0004080   ,MARENISCO TOWNSHIP,0.0,0.0,182.0,0.0,182.0,182.0,complete,False
MI0004090   ,MARINE CITY,38.0,23.0,1837.0,4.0,1902.0,1902.0,complete,False
MI0004095   ,RIVERFRONT CONDOS OF NILES,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0004098   ,MHOG SEWER & WATER AUTHORITY,0.0,0.0,6073.0,0.0,6073.0,6073.0,complete,False
MI0004100   ,"MARION, VILLAGE OF",4.0,26.0,402.0,0.0,432.0,432.0,complete,False
MI0004110   ,"MARLETTE, CITY OF",30.0,5.0,143.0,753.0,931.0,931.0,complete,False
MI0004120   ,MARQUETTE,0.0,0.0,5660.0,543.0,6203.0,6203.0,complete,False
MI0004140   ,MARQUETTE TOWNSHIP,0.0,0.0,231.0,,231.0,231.0,incomplete,False
MI0004150   ,MARSHALL,53.0,30.0,2549.0,177.0,2809.0,2809.0,complete,False
MI0004152   ,MATHIAS TOWNSHIP,0.0,0.0,70.0,0.0,70.0,70.0,complete,False
MI0004155   ,MARTIN,0.0,0.0,191.0,0.0,191.0,191.0,complete,False
MI0004160   ,"MARYSVILLE, CITY OF",6.0,0.0,2914.0,992.0,3912.0,3912.0,complete,False
MI0004170   ,"MASON, CITY OF",415.0,0.0,2102.0,0.0,2517.0,2517.0,complete,False
MI0004173   ,MASONVILLE TOWNSHIP,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0004177   ,MATTAWAN,0.0,0.0,710.0,0.0,710.0,710.0,complete,False
MI0004180   ,"MAYVILLE, VILLAGE OF",,,409.0,9.0,418.0,418.0,incomplete,False
MI0004190   ,"MCBAIN, CITY OF",,0.0,256.0,0.0,256.0,256.0,incomplete,False
MI0004215   ,"MELROSE-CHANDLER WATER, LLC",0.0,0.0,84.0,0.0,84.0,84.0,complete,False
MI0004220   ,MELVINDALE,8.0,1.0,1135.0,2750.0,3894.0,3894.0,complete,False
MI0004230   ,"MEMPHIS, CITY OF",0.0,0.0,441.0,0.0,441.0,441.0,complete,False
MI0004240   ,MENDON,96.0,18.0,240.0,0.0,357.0,354.0,complete,True
MI0004250   ,MENOMINEE,190.0,470.0,3281.0,200.0,4141.0,4141.0,complete,False
MI0004260   ,MERIDIAN TOWNSHIP,0.0,0.0,13072.0,0.0,13072.0,13072.0,complete,False
MI0004276   ,"MERRILL, VILLAGE OF",0.0,0.0,380.0,0.0,380.0,380.0,complete,False
MI0004280   ,MERRITT TOWNSHIP,0.0,0.0,578.0,0.0,578.0,578.0,complete,False
MI0004310   ,"MESICK, VILLAGE OF",0.0,47.0,136.0,0.0,183.0,183.0,complete,False
